id,value,relationship,x,y
Enjolras,3,Grantaire->Enjolras,148.44029,74.28512
Combeferre,1,Grantaire->Combeferre,221.67989,94.698906
Courfeyrac,2,Grantaire->Courfeyrac,201.80182,108.21158
Joly,2,Grantaire->Joly,230.06264,135.12411
Gavroche,1,Grantaire->Gavroche,183.19376,44.461323
Bahorel,1,Grantaire->Bahorel,236.94731,115.83865
Feuilly,1,Grantaire->Feuilly,203.9916,133.25905
Prouvaire,1,Grantaire->Prouvaire,252.52956,60.80996
Mabeuf,3,MotherPlutarch->Mabeuf,218.59459,166.44547
Thenardier,5,Gueulemer->Thenardier,42.11955,112.88642
Valjean,1,Gueulemer->Valjean,-51.78453,-38.942287
Mme.Thenardier,1,Gueulemer->Mme.Thenardier,-10.987312,105.44426
Javert,1,Gueulemer->Javert,-9.781557,27.497692
Gavroche,1,Gueulemer->Gavroche,183.19376,44.461323
Eponine,1,Gueulemer->Eponine,104.20825,99.42744
Thenardier,6,Babet->Thenardier,42.11955,112.88642
Gueulemer,6,Babet->Gueulemer,65.95136,41.286945
Valjean,1,Babet->Valjean,-51.78453,-38.942287
Mme.Thenardier,1,Babet->Mme.Thenardier,-10.987312,105.44426
Javert,2,Babet->Javert,-9.781557,27.497692
Gavroche,1,Babet->Gavroche,183.19376,44.461323
Eponine,1,Babet->Eponine,104.20825,99.42744
Thenardier,4,Claquesous->Thenardier,42.11955,112.88642
Babet,4,Claquesous->Babet,53.517197,22.297071
Gueulemer,4,Claquesous->Gueulemer,65.95136,41.286945
Valjean,1,Claquesous->Valjean,-51.78453,-38.942287
Mme.Thenardier,1,Claquesous->Mme.Thenardier,-10.987312,105.44426
Javert,1,Claquesous->Javert,-9.781557,27.497692
Eponine,1,Claquesous->Eponine,104.20825,99.42744
Enjolras,1,Claquesous->Enjolras,148.44029,74.28512
Javert,1,Montparnasse->Javert,-9.781557,27.497692
Babet,2,Montparnasse->Babet,53.517197,22.297071
Gueulemer,2,Montparnasse->Gueulemer,65.95136,41.286945
Claquesous,2,Montparnasse->Claquesous,40.901043,49.806934
Valjean,1,Montparnasse->Valjean,-51.78453,-38.942287
Gavroche,1,Montparnasse->Gavroche,183.19376,44.461323
Eponine,1,Montparnasse->Eponine,104.20825,99.42744
Thenardier,1,Montparnasse->Thenardier,42.11955,112.88642
Cosette,2,Toussaint->Cosette,-45.892784,126.44478
Javert,1,Toussaint->Javert,-9.781557,27.497692
Valjean,1,Toussaint->Valjean,-51.78453,-38.942287
Gavroche,2,Child1->Gavroche,183.19376,44.461323
Gavroche,2,Child2->Gavroche,183.19376,44.461323
Child1,3,Child2->Child1,354.56882,-12.536513
Babet,3,Brujon->Babet,53.517197,22.297071
Gueulemer,3,Brujon->Gueulemer,65.95136,41.286945
Thenardier,3,Brujon->Thenardier,42.11955,112.88642
Gavroche,1,Brujon->Gavroche,183.19376,44.461323
Eponine,1,Brujon->Eponine,104.20825,99.42744
Claquesous,1,Brujon->Claquesous,40.901043,49.806934
Montparnasse,1,Brujon->Montparnasse,75.9597,4.056976
Bossuet,1,Mme.Hucheloup->Bossuet,172.52101,76.79466
Joly,1,Mme.Hucheloup->Joly,230.06264,135.12411
Grantaire,1,Mme.Hucheloup->Grantaire,264.61884,83.06417
Bahorel,1,Mme.Hucheloup->Bahorel,236.94731,115.83865
Courfeyrac,1,Mme.Hucheloup->Courfeyrac,201.80182,108.21158
Gavroche,1,Mme.Hucheloup->Gavroche,183.19376,44.461323
Enjolras,1,Mme.Hucheloup->Enjolras,148.44029,74.28512
